Time, ID, Bus, Data
5447966,6214000,98,2C004000003A0B00
5450887,4214006,98,0000000000000000
5465967,A3D4003,98,2CA5100370000000
5473046,6284000,98,0000000000000000
5476445,4214001,98,0000905605131F00
5486526,4294001,98,0000000000000180
5507986,6254000,98,80FFFF00FFFFFF00
5512984,4394100,98,7EA7EA0003FE0000
5526444,4214001,98,0000905605131F00
5532244,4394000,98,00000043
5536545,4294001,98,0000000000000180
5539424,421400B,98,00863E0440000000
5550542,4214006,98,0000000000000000
5565923,A354003,98,2CA5100370000000
5576461,4214001,98,0000905605131F00
5579402,6314000,98,0000000000000000
5582281,621401A,98,0005010000000000
5586542,4294001,98,0000000000000180
5612961,4394100,98,7EA7EB0003FE0000
5626441,4214001,98,00009056051A1F00
5632280,4394000,98,00000043
5634820,2214000,98,806800000000
5637700,421400B,98,00863E0440000000
5640621,4294001,98,0000000000000180
5650519,4214006,98,0000000000000000
5666019,A194003,98,0000400000000000
5676459,4214001,98,00009056051A1F00
5679299,6264000,98,0B1ED07FC3262800
5686557,4294001,98,0000000000000180
5698039,6214000,98,2C004000003A0B00
5712996,4394100,98,7EA7EB0003FE0000
5726437,4214001,98,00009056051E1F00
5729316,63D4000,98,565B000006C00000
5732236,4394000,98,00000043
5736556,4294001,98,0000000000000180
5739437,421400B,98,00863E0440000000
5750316,4214006,98,0000000000000000
5758056,6254000,98,80FFFF00FFFFFF00
5765935,C394003,98,C202000008016000
5776495,4214001,98,00009056051E1F00
5786613,4294001,98,0000000000000180
5812933,4394100,98,7EA7EB0003FE0000
5826493,4214001,98,00009056051A1F00
5829434,6314000,98,0000000000000000
5832313,621401A,98,0005010000000000
5834453,4394000,98,00000043
5837373,4294001,98,0000000000000180
5840253,421400B,98,00863E0440000000
5850332,4214006,98,0000000000000000
5852793,E094000,98,001E04401C4B
5854992,E094003,98,001E
5856772,E094020,98,000A
5860052,E09400A,98,001E
5865992,6314003,98,2010300000000000
5868091,6314020,98,080000A8
5870133,621400A,98,0000
5871912,E09401A,98,001E
5876472,4214001,98,00009056051A1F00
5882632,2214000,98,806800000000
5886591,4294001,98,0000000000000180
5912971,4394100,98,7EB7EA0003FE0000
5926489,4214001,98,00009056051A1F00
5932230,4394000,98,00000043
5936589,4294001,98,0000000000000180
5939470,421400B,98,00863E0440000000
5947948,6214000,98,2C004000003A0B00
5950869,4214006,98,0000000000000000
5973028,6284000,98,0000000000000000
5976468,4214001,98,00009056051E1F00
5986586,4294001,98,0000000000000180
6007967,6254000,98,80FFFF00FFFFFF00
6012967,4394100,98,7EC7EA0003FE0000
6023046,2294000,98,0000000000000000
6026486,4214001,98,00009056051E1F00
6032226,4394000,98,00000043
6036605,4294001,98,0000000000000180
6039486,421400B,98,00863E0440000000
6050505,4214006,98,0000000000000000
6076484,4214001,98,0000905605171F00
6079425,6314000,98,0000000000000000
6082304,621401A,98,0005010000000000
6086604,4294001,98,0000000000000180
6113043,4394100,98,7EA7EA0003FD8000
6126482,4214001,98,0000905605171F00
6132341,4394000,98,00000043
6134882,2214000,98,806800000000
6137782,421400B,98,00863E0440000000
6140701,4294001,98,0000000000000180
6150440,4214006,98,0000000000000000
6165540,C214003,98,003804012013
6176500,4214001,98,0000905605171F00
6179301,6264000,98,0B1ED07FC3252700
6186621,4294001,98,0000000000000180
6197960,6214000,98,2C004000003A0B00
6212919,4394100,98,7EB7EB0003FE0000
6226578,4214001,98,00009056051E1F00
6229459,63D4000,98,565B000006C00000
6232218,4394000,98,00000043
6236699,4294001,98,0000000000000180
6239578,421400B,98,00863E0440000000
6250318,4214006,98,0000000000000000
6258016,6254000,98,80FFFF00FFFFFF00
6265896,C054003,98,1781CAE188E70000
6276557,4214001,98,00009056051E1F00
6286677,4294001,98,0000000000000180
6312915,4394100,98,7EB7EB0003FE0000
6326534,4214001,98,00009056051E1E00
6329474,6314000,98,0000000000000000
6332354,621401A,98,0005010000000000
6334494,4394000,98,00000043
6337414,4294001,98,0000000000000180
6340294,421400B,98,00863E0440000000
6350374,4214006,98,0000000000000000
6365993,6314003,98,2010300000000000
6370133,621400A,98,0000
6376514,4214001,98,00009056051E1F00
6382613,2214000,98,806800000000
6386871,4294001,98,0000000000000180
6412951,4394100,98,7EC7EA0003FE0000
6426710,4214001,98,0000905605171F00
6432211,4394000,98,00000043
6436650,4294001,98,0000000000000180
6439531,421400B,98,00863E0440000000
6447930,6214000,98,2C004000003A0B00
6450851,4214006,98,0000000000000000
6465949,A3D4003,98,2CA5100370000000
6473009,6284000,98,0000000000000000
6476529,4214001,98,0000905605171F00
6486928,4294001,98,0000000000000180
6507949,6254000,98,80FFFF00FFFFFF00
6512908,4394100,98,7EB7EB0003FE0000
6526927,4214001,98,0000905605171F00
6532207,4394000,98,00000043
6536667,4294001,98,0000000000000180
6539546,421400B,98,00863E0440000000
6550507,4214006,98,0000000000000000
6565905,A354003,98,2CA5100370000000
6576545,4214001,98,00009056051E1F00
6579485,6314000,98,0000000000000000
6582365,621401A,98,0005010000000000
6586669,4294001,98,0000000000000180
6613044,4394100,98,7EA7EA0003FE0000
6626562,4214001,98,00009056051E1F00
6632283,4394000,98,00000043
6634823,2214000,98,806800000000
6637703,421400B,98,00863E0440000000
6640623,4294001,98,0000000000000180
6650303,4214006,98,0000000000000000
6666003,A194003,98,0000400000000000
6676561,4214001,98,0000905605171F00
6679381,6264000,98,0B1ED07FC3272700
6686722,4294001,98,0000000000000180
6697921,6214000,98,2C004000003A0B00
6712900,4394100,98,7EC7EB0003FE0000
6726598,4214001,98,0000905605171F00
6729479,63D4000,98,565B000006C00000
6732200,4394000,98,00000043
6736719,4294001,98,0000000000000180
6739599,421400B,98,00863E0440000000
6750299,4214006,98,0000000000000000
6758000,6254000,98,80FFFF00FFFFFF00
6765918,C394003,98,C202000008016000
6776580,4214001,98,0000905605171F00
6786698,4294001,98,0000000000000180
6812897,4394100,98,7EA7EB0003FE0000
