Time [s], Analyzer Name, Decoded Protocol Result
0.166031840000000,CAN,Data Field Byte: '2' (0x02)
0.166121840000000,CAN,Data Field Byte: '24' (0x18)
0.166201840000000,CAN,Data Field Byte: '4' (0x04)
0.166291840000000,CAN,Data Field Byte: '1' (0x01)
0.166381840000000,CAN,Data Field Byte: ' ' (0x20)
0.166471840000000,CAN,Data Field Byte: '19' (0x13)
0.166551840000000,CAN,CRC value: '24672' (0x6060)
0.166731840000000,CAN,ACK
0.168101840000000,CAN,Extended CAN Identifier: '69812225' (0x04294001)
0.168461840000000,CAN,Control Field: '8' (0x8) bytes
0.168501840000000,CAN,Data Field Byte: '0' (0x00)
0.168601840000000,CAN,Data Field Byte: '0' (0x00)
0.168691840000000,CAN,Data Field Byte: '0' (0x00)
0.168791840000000,CAN,Data Field Byte: '0' (0x00)
0.168891840000000,CAN,Data Field Byte: '0' (0x00)
0.168981840000000,CAN,Data Field Byte: '0' (0x00)
0.169081840000000,CAN,Data Field Byte: '1' (0x01)
0.169171840000000,CAN,Data Field Byte: '128' (0x80)
0.169261840000000,CAN,CRC value: '14432' (0x3860)
0.169431840000000,CAN,ACK
0.169561800000000,CAN,Extended CAN Identifier: '69287947' (0x0421400B)
0.169921800000000,CAN,Control Field: '8' (0x8) bytes
0.169961800000000,CAN,Data Field Byte: '0' (0x00)
0.170061800000000,CAN,Data Field Byte: '134' (0x86)
0.170141800000000,CAN,Data Field Byte: > (0x3E)
0.170231800000000,CAN,Data Field Byte: '4' (0x04)
0.170321800000000,CAN,Data Field Byte: '0' (0x00)
0.170421800000000,CAN,Data Field Byte: '0' (0x00)
0.170511800000000,CAN,Data Field Byte: '0' (0x00)
0.170611800000000,CAN,Data Field Byte: '0' (0x00)
0.170701800000000,CAN,CRC value: '6188' (0x182C)
0.170881800000000,CAN,ACK
0.171011760000000,CAN,Extended CAN Identifier: '102842368' (0x06214000)
0.171381760000000,CAN,Control Field: '8' (0x8) bytes
0.171421760000000,CAN,Data Field Byte: COMMA (0x2C)
0.171511760000000,CAN,Data Field Byte: '0' (0x00)
0.171611760000000,CAN,Data Field Byte: @ (0x40)
0.171701760000000,CAN,Data Field Byte: '0' (0x00)
0.171791760000000,CAN,Data Field Byte: '0' (0x00)
0.171891760000000,CAN,Data Field Byte: 8 (0x38)
0.171971760000000,CAN,Data Field Byte: '11' (0x0B)
0.172061760000000,CAN,Data Field Byte: '0' (0x00)
0.172151760000000,CAN,CRC value: '25820' (0x64DC)
0.172311760000000,CAN,ACK
0.172441720000000,CAN,Extended CAN Identifier: '69287942' (0x04214006)
0.172801720000000,CAN,Control Field: '8' (0x8) bytes
0.172841720000000,CAN,Data Field Byte: '0' (0x00)
0.172941720000000,CAN,Data Field Byte: '0' (0x00)
